mood,track_name,artist,track_id,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
stressful,Chlorine,Twenty One Pilots,23OXdR7YuUBVWh5hSnYJau,0.0735,0.609,0.674,0.06,10,0.345,-7.388,0,0.0548,90.009,4,0.315
stressful,Jumpsuit,Twenty One Pilots,1E1uGhNdBe6Dddbgs2KqtZ,0.00849,0.62,0.61,0.162,11,0.205,-8.329,0,0.0373,127.052,4,0.235
stressful,Pet Cheetah,Twenty One Pilots,7daBwTiPNOVgoMUG4SICgh,0.0615,0.653,0.684,0.000387,7,0.27,-7.052,0,0.199,110.049,4,0.355
stressful,Doubt,Twenty One Pilots,57yL3161hUMuw06zzzUCHi,0.121,0.719,0.645,0.00316,2,0.362,-6.141,0,0.0358,123.02,4,0.69
stressful,Start a Riot,Various Artists,6V81K1OcvYgHEnCA6A2Qx9,0.0128,0.728,0.727,0,2,0.0882,-3.585,1,0.206,143.144,4,0.89
stressful,Hello Kitty,Jazmin Bean,5GCwCzJkdefEhYU6mLyRu1,0.0894,0.452,0.796,0,9,0.0319,-5.111,0,0.0608,104.786,4,0.107
stressful,I'm Yer Dad,GRLwood,0GxbglYySl18aZDIaGu1RU,0.0106,0.551,0.953,0.474,0,0.118,-4.695,1,0.17,128.462,4,0.176
stressful,"Dance, Dance",Fall Out Boy,0a7BloCiNzLDD9qSQHh5m7,0.00523,0.622,0.961,0,11,0.0854,-3.198,0,0.154,114.452,4,0.449
stressful,CEASE AND DESIST,Alice Glass,3cIttzoAjoc44h6noteqJh,3.90E-05,0.384,0.97,0.409,1,0.369,-0.862,1,0.23,180.189,4,0.444
stressful,Tick Tock,Joji,5E7p95xh9Ul4vZp4LEoJwi,0.0399,0.781,0.613,0.00713,4,0.0976,-5.582,0,0.0524,80.53,4,0.613
stressful,Alastor's Game,The Living Tombstone,5gqGKzCDdxPHnRSkGoxD66,0.00637,0.405,0.897,1.79E-06,2,0.266,-4.533,1,0.264,200.083,4,0.744
stressful,Shut Me Up,Mindless Self Indulgence,7AH9Fmka4of4Y25lfhvBUC,0.000673,0.589,0.797,0,1,0.0246,-4.213,1,0.173,174.039,4,0.787
stressful,Saint Bernard,Lincoln,4YTFAawmOFyRjJdT6H95oE,0.838,0.693,0.234,0,1,0.59,-10.995,1,0.0987,100.488,4,0.44
stressful,Bernadette,IAMX,0bs4kqtMjLLAGnzW3ueLZV,0.175,0.168,0.684,0.00322,7,0.0886,-6.13,0,0.0425,67.521,4,0.115
stressful,Let Me Follow,Son Lux,4mBA0FHbLRbGXAqQJBepUb,0.765,0.484,0.218,0.0304,8,0.11,-13.423,0,0.0305,87.983,4,0.128
stressful,A Different Kind of Love,Son Lux,4Adp5ixl3CJLBkCxGZWGUC,0.299,0.442,0.223,0.34,11,0.102,-13.552,0,0.0314,80.081,4,0.13
stressful,Easy,Son Lux,0BQMym4vrghWvHFDQybmRa,0.345,0.602,0.304,0.0238,2,0.0969,-9.948,0,0.0736,73.329,4,0.156
stressful,Plans We Made,Son Lux,2SieYbWMvEVhiTSmBUALv0,0.641,0.554,0.163,0.00248,3,0.113,-15.165,1,0.0369,102.166,4,0.136
stressful,Run Boy Run,Woodkid,0boS4e6uXwp3zAvz1mLxZS,0.084,0.506,0.959,0.000655,5,0.135,-5.264,0,0.102,133.996,4,0.34
stressful,Come Little Children / The Hanging Tree,Peter Hollens,2IfIIu4v91BXJxspBlISbv,0.826,0.491,0.268,0,0,0.484,-10.347,0,0.0409,130.494,3,0.342
stressful,Saints,Echos,3BuFzaaIPQHAFqPubPzcIO,0.026,0.512,0.477,4.84E-05,2,0.11,-9.912,0,0.0311,120.04,4,0.174
stressful,Bermuda,Sickick,5wE12WDUvty3rLhI19CZNF,0.552,0.6,0.414,2.05E-05,4,0.0584,-10.179,0,0.204,149.949,4,0.364
stressful,Black Sea,Natasha Blume,5XMYHUrX71sStmDNqJoyPZ,0.176,0.463,0.595,9.11E-06,4,0.174,-5.251,0,0.0332,59.977,4,0.108
stressful,Where the Watermelons Rot,Madelynne Whitt,37gb4JjvBTcuRONxvw8OeF,0.876,0.457,0.186,0.00437,9,0.332,-20.866,1,0.124,144.68,4,0.269
stressful,Corridors,Hildur Guðnadóttir,4f76tcz3PKwty5QVA8JVCA,0.187,0.206,0.337,0.926,4,0.224,-15.391,1,0.065,161.707,4,0.0324
stressful,Every You Every Me,Placebo,3tRv4ZYZimrL27flnjgeR6,2.70E-05,0.478,0.923,0.719,10,0.325,-7.547,1,0.0569,133.134,4,0.165
stressful,Running Up That Hill,Placebo,6RHHbAbyIcPpvS1dP3KUGq,0.269,0.45,0.356,0.515,10,0.0944,-13.692,0,0.0337,179.937,4,0.0839
stressful,Outcast,Scary Music Orchestra,5dAxe9q81t9RXyoDXM2BTT,0.995,0.166,0.00606,0.939,11,0.0835,-31.063,0,0.0405,71.504,4,0.05
stressful,Breezeblocks,alt-J,3n69hLUdIsSa1WlRmjMZlW,0.096,0.616,0.656,0.000879,5,0.205,-7.298,1,0.0344,150.071,4,0.286
stressful,Tessellate,alt-J,1o22EcqsCANhwYdaNOSdwS,0.364,0.702,0.607,0.0263,2,0.123,-6.509,1,0.0405,116.961,4,0.436
stressful,Still Don't Know My Name,Labrinth,6N22FZs2ZhPBYi3b9XPajV,0.471,0.316,0.63,0.262,5,0.205,-5.963,1,0.117,89.643,1,0.313
stressful,Formula,Labrinth,6EtKlIQmGPB9SX8UjDJG5s,0.0448,0.574,0.664,0.0553,11,0.146,-6.068,1,0.0409,144.654,4,0.226
stressful,Swim,Chase Atlantic,3M0lSi5WW79CXQamgSBIjx,0.27,0.666,0.542,0,8,0.0765,-6.429,1,0.0392,120.134,4,0.0771
stressful,damn Right,AUDREY NUNA,01ukVTKa6DhejzNulpoG2t,0.0988,0.852,0.549,1.35E-06,10,0.122,-7.31,0,0.317,162.027,4,0.666
stressful,After Dark,Mr.Kitty,0zCgWGmDF0aih5qexATyBn,0.0673,0.579,0.601,0.414,8,0.0778,-10.492,1,0.0322,140.019,4,0.0392
stressful,Volatile Times,IAMX,4kvP22CNTw0NdU1XF39CvA,0.00208,0.226,0.59,0.00722,5,0.13,-6.388,0,0.0349,110.836,3,0.186
stressful,Wires,The Neighbourhood,5v8aEcHcaJIGYpfVVPtJjI,0.0004,0.568,0.569,0.102,7,0.342,-6.013,0,0.0329,72.991,4,0.266
stressful,Young And Menace,Fall Out Boy,6XEPmHllDGDaO4w84Xjtgi,0.112,0.646,0.833,0.000462,11,0.121,-5.134,1,0.057,108.003,4,0.278
stressful,Control,Halsey,3SKzTIl9mW0DadTys9SFo3,0.399,0.549,0.675,0,4,0.181,-5.637,0,0.0332,119.898,4,0.206
stressful,Brutus,The Buttress,57gfWnvoMmnXBdghubxWrg,0.00145,0.731,0.548,0.0501,11,0.158,-10.983,0,0.254,139.997,4,0.392
stressful,Everybody Gets High,MISSIO,3nH3Gtm9GQVfiaYDr4AXji,0.0234,0.432,0.558,0.000358,11,0.0924,-6.843,1,0.286,58.748,4,0.46
stressful,Final Hours,ROZEN,5GPVcl21bMr4HtdVGPacbq,0.948,0.207,0.353,0.889,7,0.253,-18.726,0,0.0298,84.755,4,0.346
stressful,The Clock Is Ticking,The Next Step,0hFheAvQVFPnNoji2hcu0K,0.015,0.558,0.31,0.838,11,0.108,-12.342,0,0.0278,127.949,4,0.0877
stressful,The Winter Soldier,Henry Jackman,53xdABEP9hyvBwvuXpzeXG,0.00405,0.252,0.378,0.939,1,0.469,-15.31,1,0.0393,114.955,4,0.0351
stressful,Stress,Justice,1YdbiBOWvFUi6Zko3HXyEG,0.00297,0.518,0.932,0.881,10,0.268,-4.854,0,0.134,126.94,4,0.279
stressful,Final Hours - Remixed,Theophany,3SgrLSd6cKIFn9ck7ROhKy,0.52,0.15,0.419,0.968,7,0.101,-16.718,0,0.0521,79.023,4,0.056
stressful,Mania,Alon Mor,6FKPPNjMFEekgUfy5v838t,0.903,0.308,0.359,0.809,7,0.103,-8.995,0,0.0514,171.943,4,0.0365
stressful,Why so Serious?,Hans Zimmer,1wdoaja3ueHHvzobn2jE2n,0.256,0.32,0.257,0.903,2,0.176,-18.484,1,0.0529,95.983,4,0.0282
stressful,FREEPORT,Ludwig Goransson,0ASvZIiB2Ml32DlUhfaOhx,0.722,0.599,0.509,0.92,8,0.107,-17.509,1,0.04,120.03,4,0.0388
stressful,Take Me to Hell,SWARM,0Qs8gLPsl6ToR9HmdcpryZ,0.183,0.659,0.681,0.648,8,0.0922,-7.799,1,0.101,99.986,4,0.0746
stressful,Set Me Free,Various Artists,0FtHZFjPoDL6kQGNi4JUOq,0.0623,0.365,0.671,0.646,1,0.319,-7.691,1,0.0504,90.023,3,0.0785
stressful,TURNSTILE - BONUS TRACK,Ludwig Goransson,7DoXkWsaj57GkW8r8wxmYY,0.223,0.272,0.622,0.871,1,0.0805,-14.832,1,0.0494,129.991,4,0.0619
stressful,TRUCKS IN PLACE,Ludwig Goransson,2qwjVyRjKzownq7ggOcgj8,0.0328,0.309,0.464,0.726,1,0.0845,-15.132,1,0.0578,79.968,4,0.293
stressful,Mombasa,Hans Zimmer,77QDBf1zTvyegtTpAO5EpH,0.00232,0.506,0.848,0.758,9,0.543,-13.287,0,0.0315,144.993,4,0.338
stressful,The Untold,Secession Studios,2YGckbcAmjxbiZbYVAz5UW,0.401,0.435,0.382,0.956,1,0.0641,-17.059,1,0.0502,119.99,4,0.093
stressful,Dawn of Faith,Eternal Eclipse,2N8pjeNjFT8Fw58e5z2LDf,0.524,0.245,0.471,0.905,0,0.0881,-9.416,0,0.0359,130.089,4,0.0967
stressful,Skydance,Kim Planert,2QkphSuIR2eON1bsP9CBie,0.604,0.112,0.248,0.956,7,0.11,-17.656,0,0.0414,154.17,3,0.0309
stressful,Time,Hans Zimmer,6ZFbXIJkuI1dVNWvzJzown,0.155,0.221,0.0879,0.698,7,0.0869,-16.996,1,0.0381,126.622,4,0.0401
stressful,MADARA,Free Flow Flava,6Q1xNxPaRewcWICHQXcdfH,0.00829,0.738,0.843,0.869,10,0.181,-4.23,0,0.0292,110.005,4,0.444
stressful,Грустная сука,IC3PEAK,18hIrODUziu3KyUxeDKlcq,0.202,0.528,0.617,0.153,8,0.146,-6.123,1,0.0657,119.047,4,0.0356
stressful,Orchid,Gvllow,2OnVvwZomooC77jZOlGQek,0.000716,0.303,0.913,0.227,11,0.113,-4.543,1,0.2,149.291,3,0.159
stressful,I duckinf hatw you,Ghostemane,6LHhaWs0HzuPhflDWiVtp1,0.0729,0.671,0.962,0.00663,4,0.376,-5.509,1,0.481,114.003,4,0.183
stressful,Devouring Me,Scarlett Rose,3hIGfhvN2vW3Tsep6yfPVP,0.154,0.641,0.301,0.119,6,0.153,-15.634,0,0.08,129.862,4,0.351
stressful,Evil spirits seeking the Shikonnotama,Kaoru Wada,1JI9psoqJuAvUQqGUn6gKJ,0.00724,0.147,0.416,0.516,1,0.148,-12.927,0,0.0409,158.987,4,0.0336
stressful,Buffet Froid,Brian Reitzell,2gbrU8NMsUrOdCTJ53yH4M,0.247,0.206,0.231,0.85,11,0.0968,-24.597,0,0.0494,140.558,4,0.0381
calm,"Suite bergamasque, L. 75: III. Clair de lune",Claude Debussy,1cmigB9I6IRpFqjIbzvSQB,0.993,0.335,0.00501,0.919,1,0.0618,-33.366,1,0.0451,132.085,3,0.0383
calm,3 Spirituals for Orchestra: No. 2. Kum Bab Yah,Adolphus Hailstork,6y1FgcqMY76hCk9qLxUuy4,0.945,0.141,0.00268,0.601,2,0.0756,-37.571,0,0.0427,140.372,5,0.0386
calm,Best Part (feat. H.E.R.),Daniel Caesar,1RMJOxR6GRPsBHL8qeC2ux,0.808,0.524,0.364,0,7,0.1,-10.209,1,0.0367,75.24,4,0.436
calm,Lemon,Kenshi Yonezu,35KlorpQ6LQVVslvlcu1gN,0.366,0.532,0.661,0,11,0.354,-4.924,1,0.0268,86.983,4,0.446
calm,listen before i go,Billie Eilish,0tMSssfxAL2oV8Vri0mFHE,0.935,0.319,0.0561,0.00384,0,0.388,-23.023,1,0.045,79.764,3,0.082
calm,Godspeed,Frank Ocean,34xTFwjPQ1dC6uJmleno7x,0.931,0.421,0.0952,0.000201,6,0.126,-12.561,1,0.0479,109.698,4,0.0773
calm,Fourth of July,Sufjan Stevens,5Qnrgqy1pAm9GyNQOgyVFz,0.973,0.435,0.104,0.33,6,0.119,-22.39,0,0.0445,120.484,4,0.162
calm,Put Your Head On My Shoulder,The Macarons Project,0ak7menu48sIUr2jBUj3xm,0.968,0.56,0.143,0.000195,9,0.0938,-9.554,1,0.0342,97.879,3,0.46
calm,Mystery of Love,Various Artists,4HbeGjbt7u3pvwDk1vN7P0,0.94,0.365,0.273,0.431,4,0.109,-16.526,0,0.038,132.285,5,0.238
calm,Staying,Koda,5G5ogjmnQxSQG9cskbNEse,0.97,0.267,0.244,0.314,4,0.0873,-14.014,0,0.0447,179.209,3,0.137
calm,One More Love Song,Mac DeMarco,0v8J17a6cO0wWp7z731GTd,0.765,0.708,0.323,0.52,9,0.0939,-11.199,0,0.03,141.013,4,0.502
calm,Wash.,Bon Iver,7rIhp6EWLNtM8qFIQruJPT,0.99,0.31,0.146,0.261,0,0.076,-19.278,1,0.0303,162.831,3,0.333
calm,warm glow,Hippo Campus,0WSPIU3Y3bNXsGeKnzSnt1,0.324,0.445,0.446,0.119,9,0.106,-8.87,1,0.0286,92.463,4,0.0384
calm,"Wasteland, Baby!",Hozier,1HYnjKqSSHh1tdl2Hi57zH,0.612,0.427,0.407,0.386,2,0.109,-9.665,1,0.0382,168.844,4,0.244
calm,Re: Stacks,Bon Iver,2LthqyP0MLhGUBICwR1535,0.979,0.676,0.0812,0.416,2,0.118,-22.846,1,0.0398,125.053,4,0.314
calm,I Feel It Coming,The Weeknd,3dhjNA0jGA8vHBQ1VdD6vV,0.428,0.773,0.819,0,0,0.0679,-5.946,0,0.118,92.987,4,0.585
calm,Love Yourself,Justin Bieber,50kpGaPAhYJ3sGmk6vplg0,0.835,0.609,0.378,0,4,0.28,-9.828,1,0.438,100.418,4,0.515
calm,Just The Two Of Us,Stacey Ryan,4jz3eqH3Y8j565cUe3aSOq,0.908,0.563,0.112,0,8,0.111,-15.121,1,0.199,168.076,4,0.305
calm,My Universe,Coldplay,3FeVmId7tL5YN8B7R3imoM,0.00813,0.588,0.701,0,9,0.2,-6.39,1,0.0402,104.988,4,0.443
calm,Cinnamon,Jome,7pJ8EpupQvfomVNPtfneql,0.589,0.46,0.473,0.000149,8,0.111,-11.422,0,0.0479,139.956,4,0.235
calm,Call Me Back,Young the Giant,14KP6cmTImZmrcAC5m0Azd,0.202,0.75,0.365,0.0082,7,0.122,-6.741,1,0.0372,89.981,4,0.101
calm,Islands,Young the Giant,79bV0vhZVznsoUpq6A2lNq,0.762,0.264,0.303,0.0221,7,0.137,-14.986,0,0.0422,88.254,4,0.183
calm,Undo,The 1975,1LD52Nzt9wg1vB3F6gelPH,0.00628,0.351,0.712,0.479,6,0.0768,-8.333,0,0.0375,129.028,4,0.352
calm,Mystery of Love,Sufjan Stevens,5GbVzc6Ex5LYlLJqzRQhuy,0.94,0.365,0.273,0.431,4,0.109,-16.526,0,0.038,132.285,5,0.238
calm,Little Lies,ODIE,6QpZXzHcOgXK41Y3YCx203,0.592,0.342,0.294,0.674,2,0.0944,-15.989,1,0.0426,84.014,4,0.132
calm,Te Olvidaste,C. Tangana,6Nr40AS5eNsfFjpMrisCY3,0.625,0.795,0.361,0.00477,3,0.114,-10.701,0,0.227,88.036,4,0.346
calm,When Love's Around (feat. Syd),ZAYN,6bL1Rqcx1RXG6VsMmrYN8F,0.312,0.694,0.584,0.00646,8,0.0717,-9.406,0,0.149,173.987,4,0.343
calm,하루살이,DEAN,2AA1f7utyvXpmtKsEvp5lz,0.566,0.726,0.492,8.14E-06,10,0.257,-8.046,0,0.0794,85.939,4,0.526
calm,By the docks,Lunar Skybox,0u0Yh7ucNwizG7B2iiNwb7,0.964,0.34,0.0173,0.958,0,0.118,-24.353,1,0.0406,120.092,4,0.124
calm,Moonchild,Neon Eyes,36pKTtmRcBGGIcNNoyuIDR,0.65,0.554,0.237,0.924,11,0.0472,-18.994,0,0.0355,129.998,4,0.155
calm,perfect,eli.,3yLU7ac4GkozoUPDW4CjZX,0.255,0.76,0.448,0,7,0.0971,-6.962,1,0.0508,78.027,4,0.393
calm,Skater Shawty,Crisaunt,7MVgpzzyS40mfXUNHwDNIj,0.478,0.664,0.365,0.000252,0,0.146,-15.468,1,0.122,160.126,4,0.341
calm,Eyes Blue Like The Atlantic,Sista Prod,2RrZbxdl9nuFMCrO71tXTG,0.65,0.736,0.279,0.000312,9,0.246,-16.926,0,0.903,76.431,4,0.476
calm,Strawberry Kisses,Olivia Herdt,1djQJxMeggP8vhG85tFfQi,0.64,0.659,0.323,0,2,0.0814,-11.424,1,0.0455,86.556,4,0.353
calm,Chinese New Year,SALES,0SIAFU49FFHwR3QnT5Jx0k,0.759,0.744,0.845,0.232,4,0.1,-7.422,0,0.253,75.221,4,0.749
calm,"i'm in love with u, sorry",j'san,5p684vIzF5LOkmHL3I0tyM,0.97,0.578,0.288,0.633,5,0.125,-17.204,1,0.0589,94.983,4,0.276
calm,White Ferrari,Frank Ocean,2LMkwUfqC6S6s6qDVlEuzV,0.784,0.444,0.0924,0,0,0.304,-15.605,1,0.0366,108.917,4,0.219
calm,telepatía,Kali Uchis,6tDDoYIxWvMLTdKpjFkc1B,0.112,0.653,0.524,0,11,0.203,-9.016,0,0.0502,83.97,4,0.553
calm,Sofia,Clairo,7B3z0ySL9Rr0XvZEAjWZzM,0.598,0.744,0.619,0.00372,0,0.231,-9.805,1,0.039,112.997,4,0.641
calm,Jasmine,DPR LIVE,2IgbYlOlFpiSFYnsqB39lM,0.331,0.597,0.486,0,8,0.14,-5.893,1,0.0986,137.68,4,0.397
calm,Text Me,DPR LIVE,1dN4Z7wZTQXLEl33RkMO3a,0.146,0.846,0.592,0,5,0.258,-6.452,0,0.28,134.024,4,0.757
calm,Summer Tights,DPR LIVE,6KeIkgoC8SUeJ4VPw5Lkx8,0.504,0.832,0.64,0,6,0.0871,-6.853,0,0.082,119.915,4,0.846
calm,Venus,DPR LIVE,2aLH4EiEoZLpbeEQvTBbtH,0.23,0.847,0.455,0,10,0.0892,-8.437,0,0.112,128.951,4,0.802
calm,Officially Missing You,Various Artists,2j1i7IWSIauJa4FFGi3q4s,0.247,0.475,0.407,0,4,0.144,-9.239,0,0.0368,178.261,4,0.226
calm,my future,Billie Eilish,2ygvZOXrIeVL4xZmAWJT2C,0.795,0.444,0.309,0.132,8,0.352,-10.956,1,0.062,104.745,4,0.0875
calm,Possibility,Various Artists,39Odj4vLKRarATkCA31gaW,0.768,0.285,0.311,0.00183,0,0.0809,-10.012,1,0.032,117.813,4,0.0772
calm,I Found - Acoustic,Amber Run,3i7Iyc932rv1AZz7gl7dj8,0.957,0.386,0.0887,0,7,0.126,-11.166,0,0.0512,171.234,3,0.274
calm,Rebirth,Vancouver Sleep Clinic,1iySg9GTWdS0kHbGZSzdhA,0.624,0.232,0.477,0.397,2,0.0881,-10.902,1,0.0306,143.774,4,0.159
calm,Bored,Billie Eilish,04sN26COy28wTXYj3dMoiZ,0.896,0.614,0.318,0.00239,7,0.0795,-12.695,1,0.0478,119.959,4,0.112
calm,Billie Bossa Nova,Billie Eilish,2KnuaZYoGzDoHiBTNYOTXG,0.222,0.895,0.389,0.0346,7,0.105,-11.036,0,0.11,110.023,4,0.549
calm,Lost in Memory,Relaxation Songs,65yf2CPdoaIP3Okku2rzvL,0.955,0.0834,0.163,0.974,8,0.11,-19.445,1,0.0511,69.002,4,0.0328
calm,Fly Me to the Moon,The Macarons Project,0YBNpbrmpZdFRT0NFqii5C,0.915,0.456,0.113,0.0011,2,0.0959,-15.763,0,0.0334,108.536,4,0.327
calm,Thinkin Bout You,Frank Ocean,7DfFc7a6Rwfi3YQMRbDMau,0.409,0.721,0.339,0.00153,0,0.0973,-11.195,1,0.0532,129.83,4,0.2
calm,ilomilo,Billie Eilish,7qEKqBCD2vE5vIBsrUitpD,0.724,0.855,0.423,0.469,5,0.0896,-15.044,0,0.0585,120.02,4,0.572
calm,love nwantiti (ah ah ah),CKay,2Xr1dTzJee307rmrkt8c0g,0.365,0.727,0.739,0.00137,8,0.161,-3.805,1,0.0411,93.005,4,0.533
calm,The Louvre,Lorde,5q4BpnMrYEFzLO0dYODj6J,0.239,0.664,0.382,0.00749,0,0.0943,-9.977,1,0.047,123.214,4,0.126
calm,come out and play,Billie Eilish,7wC5eZcFS1Q1BsQ35DU6H4,0.693,0.64,0.321,0.0307,0,0.114,-14.604,1,0.0931,145.045,4,0.177
calm,Bloodstream,Ed Sheeran,5v4sZRuvWDcisoOk1PFv6T,0.529,0.66,0.316,0.000294,3,0.104,-11.567,0,0.0364,91.207,4,0.543
calm,Shirtsleeves,Ed Sheeran,7awwmuGslmuyhnlpFipDqk,0.319,0.752,0.76,0,2,0.335,-5.34,1,0.0341,107.034,4,0.752
calm,Hiemalis,Franz Ewer,0UcRrIl4Ti4xSdp314ZASI,0.982,0.473,0.0309,0.923,7,0.124,-30.664,1,0.0493,116.612,4,0.209
calm,am ersten Tag,Hugo Vanbrooke,2gwhISMkdlhEqEP60P93Z1,0.988,0.238,0.026,0.914,3,0.101,-32.656,0,0.0466,64.118,3,0.169
calm,Amour naturel,Massimo Pavoni,39bh8hsTP2ZBQWH0E308rT,0.992,0.351,0.00504,0.948,0,0.0921,-31.773,1,0.0386,97.071,4,0.0717
calm,Dawn Of Day,Sarah Seing,635M2GuMSoVunGBe7D7vWz,0.975,0.394,0.0998,0.931,2,0.112,-29.231,1,0.0321,100.498,4,0.15
calm,Luminous,Ludovico Einaudi,5RWA30VaTsYkFrkzxKL3aK,0.992,0.307,0.00229,0.931,1,0.098,-34.977,1,0.0519,67.775,5,0.281
calm,In The Stars,Rebecca Woods,2hxaiA9EtXjMlXhG6SCoW8,0.988,0.397,0.00375,0.957,9,0.115,-38.226,1,0.0393,64.443,3,0.11